# noise_perc_th noise_perc SNR_dB SINDy_f1 SINDy_f2 Poly_f1 Poly_f2 Param_f1 Param_f2
7.0795e+02 7.0795e+02 -1.7000e+01 3.4928e+02 1.8478e+01 4.8618e+01 2.0117e+01 2.0651e+00 1.9620e+01
7.0795e+02 7.0795e+02 -1.7000e+01 2.0591e+02 2.1263e+02 1.1441e+01 2.1248e+01 4.2544e+00 2.0116e+01
7.0795e+02 7.0795e+02 -1.7000e+01 2.1344e+03 2.9511e+04 1.7062e+02 1.4265e+02 3.5013e+01 3.1356e+01
7.0795e+02 7.0795e+02 -1.7000e+01 1.9775e+03 2.0930e+01 1.0120e+02 2.0621e+01 2.9911e+01 1.6377e+01
7.0795e+02 7.0795e+02 -1.7000e+01 3.8290e+02 1.8804e+01 5.9036e+00 1.8794e+01 5.1394e+00 1.7319e+01
7.0795e+02 7.0795e+02 -1.7000e+01 1.9114e+02 2.3412e+01 9.4243e+00 2.4517e+01 6.9863e+00 2.0868e+01
7.0795e+02 7.0795e+02 -1.7000e+01 1.2219e+02 2.2481e+01 5.4802e+01 2.2282e+01 9.3262e+00 2.2362e+01
7.9433e+02 7.9433e+02 -1.8000e+01 4.1397e+02 3.8551e+02 1.0598e+01 2.3601e+01 6.4853e+00 2.0740e+01
7.9433e+02 7.9433e+02 -1.8000e+01 1.2166e+03 6.3261e+02 8.4592e+01 2.6134e+01 1.3764e+01 2.5526e+01
7.9433e+02 7.9433e+02 -1.8000e+01 3.3019e+01 2.0047e+01 8.6129e+00 2.0053e+01 7.0484e+00 1.8131e+01
7.9433e+02 7.9433e+02 -1.8000e+01 1.4117e+04 3.7053e+02 1.2781e+03 1.5774e+03 7.0220e+01 2.7956e+01
7.9433e+02 7.9433e+02 -1.8000e+01 4.5769e+02 4.0679e+02 1.5957e+01 2.5798e+01 1.0147e+01 2.5279e+01
7.9433e+02 7.9433e+02 -1.8000e+01 5.0766e+02 5.7397e+02 8.1772e+01 4.9611e+01 1.6627e+00 1.5167e+01
7.9433e+02 7.9433e+02 -1.8000e+01 1.1218e+02 8.9918e+02 7.1224e+00 2.6863e+01 4.7619e+00 2.6076e+01
7.9433e+02 7.9433e+02 -1.8000e+01 1.6885e+03 6.4289e+03 3.6849e+02 3.3705e+02 2.4886e+01 2.2057e+01
7.9433e+02 7.9433e+02 -1.8000e+01 9.1884e+02 5.3128e+01 1.2291e+02 5.7008e+01 9.1108e+00 2.1530e+01
7.9433e+02 7.9433e+02 -1.8000e+01 1.5935e+03 2.9337e+01 6.8067e+01 2.9573e+01 4.1413e+00 2.6829e+01
8.9125e+02 8.9125e+02 -1.9000e+01 2.4324e+02 1.2402e+02 6.6793e+00 2.6089e+01 6.7894e+00 2.6427e+01
8.9125e+02 8.9125e+02 -1.9000e+01 1.2903e+04 9.6525e+02 5.4211e+02 6.2515e+02 3.4393e+01 2.6222e+01
8.9125e+02 8.9125e+02 -1.9000e+01 1.6898e+02 2.5882e+01 5.8621e+00 2.5925e+01 4.6923e+00 2.3588e+01
8.9125e+02 8.9125e+02 -1.9000e+01 2.4377e+02 4.9903e+02 3.5167e+01 3.5415e+01 4.4598e+00 3.3673e+01
8.9125e+02 8.9125e+02 -1.9000e+01 6.1196e+02 9.4496e+02 9.9927e+01 3.6183e+01 3.0044e+01 3.4550e+01
8.9125e+02 8.9125e+02 -1.9000e+01 8.0906e+03 2.8877e+01 2.0611e+02 2.8866e+01 5.0655e+00 3.0472e+01
8.9125e+02 8.9125e+02 -1.9000e+01 1.1047e+02 1.6269e+03 1.0374e+01 2.9282e+01 7.4996e+00 2.6657e+01
8.9125e+02 8.9125e+02 -1.9000e+01 2.4181e+02 1.6989e+02 6.0566e+01 3.2144e+01 2.3954e+00 2.8912e+01
8.9125e+02 8.9125e+02 -1.9000e+01 2.2804e+02 7.7455e+01 1.2170e+02 1.3423e+02 2.8498e+01 2.7620e+01
8.9125e+02 8.9125e+02 -1.9000e+01 1.0937e+03 7.5715e+02 2.0674e+01 3.1425e+01 4.6839e+00 2.7523e+01
1.0000e+03 1.0000e+03 -2.0000e+01 9.0902e+02 1.2624e+02 8.8892e+01 2.7503e+01 2.4637e+00 2.5047e+01
1.0000e+03 1.0000e+03 -2.0000e+01 7.6256e+02 4.8847e+02 9.9078e+00 2.9688e+01 9.2314e+00 2.8273e+01
1.0000e+03 1.0000e+03 -2.0000e+01 4.8413e+03 4.4119e+05 2.1316e+04 3.4906e+04 1.1261e+02 3.8599e+01
1.0000e+03 1.0000e+03 -2.0000e+01 1.2428e+02 1.9958e+02 9.5041e+01 3.4972e+01 2.1547e+01 3.4105e+01
1.0000e+03 1.0000e+03 -2.0000e+01 9.5790e+01 2.0105e+02 4.3422e+01 3.1323e+01 1.7325e+01 2.7105e+01
1.0000e+03 1.0000e+03 -2.0000e+01 3.9945e+03 8.3162e+01 9.4507e+01 3.1512e+01 4.0810e+00 2.9162e+01
1.0000e+03 1.0000e+03 -2.0000e+01 2.1581e+02 1.5334e+02 1.0718e+01 3.8835e+01 1.0246e+01 3.9536e+01
1.0000e+03 1.0000e+03 -2.0000e+01 7.6126e+03 1.6666e+04 5.0944e+03 6.1412e+03 2.6688e+01 2.7166e+01
1.0000e+03 1.0000e+03 -2.0000e+01 6.6958e+01 3.2973e+01 1.1407e+01 3.1327e+01 1.1659e+01 2.6404e+01
1.0000e+03 1.0000e+03 -2.0000e+01 7.4303e+01 4.5453e+02 6.8203e+00 2.5947e+01 7.9150e+00 2.8078e+01
