# noise_perc_th noise_perc SNR_dB SINDy_ku0_f1 SINDy_ku0_f2 SINDy_f1 SINDy_f2 SINDy_Sym_f1 SINDy_Sym_f2 SINDy_Sym_f1_SR SINDy_Sym_f2_SR Poly_f1 Poly_f2 Param_f1 Param_f2
6.3096e+02 6.3096e+02 -1.6000e+01 3.8846e+00 3.7578e+01 2.9596e+02 3.6373e+01 4.7857e+01 3.7308e+01 4.7858e+01 3.7194e+01 4.5025e+01 3.6519e+01 5.3980e+00 4.1301e+01
6.3096e+02 6.3096e+02 -1.6000e+01 3.5937e+00 5.9159e+01 2.9733e+01 6.3111e+01 1.3351e+01 6.2720e+01 1.3351e+01 6.2968e+01 3.8728e+00 6.3436e+01 1.7451e+00 4.7856e+01
7.0795e+02 7.0795e+02 -1.7000e+01 5.4604e+00 2.1064e+01 3.7105e+02 2.0678e+01 1.8672e+02 1.9693e+01 1.8672e+02 1.9434e+01 4.3351e+01 2.0985e+01 1.2015e+00 2.2764e+01
7.0795e+02 7.0795e+02 -1.7000e+01 4.7542e+00 1.2251e+02 2.2088e+02 4.6778e+02 1.0345e+02 1.4245e+02 1.0344e+02 1.4242e+02 2.0117e+02 3.7181e+02 8.0883e+00 1.1594e+02
7.0795e+02 7.0795e+02 -1.7000e+01 8.1349e+00 8.7688e+01 9.1690e+03 5.6751e+01 1.7097e+03 6.7474e+01 1.7097e+03 6.7072e+01 2.2244e+02 5.8780e+01 2.7438e+01 7.3793e+01
7.0795e+02 7.0795e+02 -1.7000e+01 4.1191e+00 3.9201e+01 1.2867e+02 3.9256e+01 3.2675e+01 3.9810e+01 3.2687e+01 3.9659e+01 2.7935e+01 3.9558e+01 5.1927e+00 4.1960e+01
7.0795e+02 7.0795e+02 -1.7000e+01 7.7064e+00 1.0204e+02 4.4795e+03 2.2549e+03 3.8460e+01 2.1533e+02 3.8460e+01 2.0444e+02 1.9114e+03 2.2874e+03 1.5137e+00 1.2584e+02
7.0795e+02 7.0795e+02 -1.7000e+01 1.2985e+01 7.1228e+01 4.5922e+04 1.2136e+03 7.2385e+02 2.3497e+02 7.2385e+02 2.2095e+02 7.2303e+02 6.7040e+02 6.8923e+01 1.5221e+02
7.0795e+02 7.0795e+02 -1.7000e+01 4.0388e+00 4.1619e+01 5.3043e+02 4.1086e+01 1.8227e+02 4.1706e+01 1.8130e+02 4.1407e+01 7.1941e+00 4.1510e+01 3.2845e+00 4.3460e+01
7.0795e+02 7.0795e+02 -1.7000e+01 4.0122e+00 5.5594e+01 7.5158e+01 7.6711e+01 2.2532e+02 5.5789e+01 2.2532e+02 5.5786e+01 1.1946e+01 5.5878e+01 5.7593e+00 5.5956e+01
7.0795e+02 7.0795e+02 -1.7000e+01 3.6476e+00 2.5306e+01 6.9488e+02 2.6577e+01 3.1871e+01 2.5631e+01 3.1871e+01 2.5604e+01 1.3017e+01 2.7037e+01 3.5633e+00 2.4239e+01
7.0795e+02 7.0795e+02 -1.7000e+01 3.7047e+00 1.1412e+01 3.8077e+02 1.1355e+01 2.8583e+01 1.1402e+01 2.8570e+01 1.1040e+01 8.1388e+00 1.1139e+01 3.5618e+00 1.4540e+01
7.9433e+02 7.9433e+02 -1.8000e+01 4.1658e+00 3.8295e+01 1.9410e+02 4.0947e+01 9.2438e+01 3.9369e+01 9.2358e+01 3.8440e+01 5.0638e+00 4.0963e+01 4.1778e+00 3.9539e+01
7.9433e+02 7.9433e+02 -1.8000e+01 7.2558e+00 4.8513e+01 1.0749e+03 3.8043e+01 1.3123e+01 3.8803e+01 1.3123e+01 3.8788e+01 1.0292e+02 3.6903e+01 1.4521e+01 4.7981e+01
7.9433e+02 7.9433e+02 -1.8000e+01 3.7130e+00 1.8438e+02 8.1683e+01 2.2413e+03 2.8685e+01 1.5786e+02 2.8613e+01 1.5631e+02 5.0161e+00 1.8499e+02 3.3804e+00 1.8185e+02
7.9433e+02 7.9433e+02 -1.8000e+01 7.2198e+00 3.6148e+01 1.5417e+03 3.7426e+01 1.2569e+03 3.7591e+01 1.2567e+03 3.7791e+01 1.1042e+02 3.7520e+01 1.8394e+01 3.7604e+01
7.9433e+02 7.9433e+02 -1.8000e+01 1.0762e+01 3.6880e+02 6.7151e+02 1.1478e+04 9.7947e+01 8.8240e+02 9.7947e+01 8.7668e+02 5.4649e+03 5.8199e+03 2.4768e+01 3.6435e+02
7.9433e+02 7.9433e+02 -1.8000e+01 4.0271e+00 5.9440e+01 7.2358e+01 3.4298e+01 3.1901e+01 5.8481e+01 3.1912e+01 5.8149e+01 6.7204e+00 5.7773e+01 4.9470e+00 5.9371e+01
7.9433e+02 7.9433e+02 -1.8000e+01 4.4680e+00 5.9321e+01 1.4580e+02 6.0588e+01 1.8463e+02 5.9752e+01 1.8468e+02 5.9292e+01 7.0755e+00 6.0820e+01 2.5779e+00 5.8637e+01
7.9433e+02 7.9433e+02 -1.8000e+01 1.0629e+01 2.4388e+02 6.9496e+03 1.4687e+04 3.6933e+02 1.3838e+03 3.6933e+02 1.3846e+03 8.1876e+02 1.2204e+03 1.1847e+01 3.4722e+02
7.9433e+02 7.9433e+02 -1.8000e+01 4.6528e+00 7.1740e+01 2.5948e+02 2.2566e+02 4.9689e+00 7.1134e+01 4.9689e+00 7.1070e+01 6.8484e+00 7.1479e+01 4.7923e+00 7.3349e+01
7.9433e+02 7.9433e+02 -1.8000e+01 5.9725e+00 7.1690e+01 4.7759e+01 1.1250e+02 3.0894e+01 7.2554e+01 3.0894e+01 7.2884e+01 7.9388e+00 7.3290e+01 5.8932e+00 7.2157e+01
8.9125e+02 8.9125e+02 -1.9000e+01 1.1788e+01 3.2650e+02 1.2607e+04 9.1812e+03 7.0717e+02 1.0141e+03 7.0717e+02 1.0155e+03 9.7773e+02 1.3895e+03 3.0016e+01 4.7251e+02
8.9125e+02 8.9125e+02 -1.9000e+01 5.9160e+00 4.8511e+01 2.8204e+02 4.5950e+01 3.1292e+01 5.4853e+01 3.1292e+01 5.4824e+01 4.8814e+01 4.5279e+01 7.5261e+00 4.7118e+01
8.9125e+02 8.9125e+02 -1.9000e+01 5.2466e+00 7.5546e+01 1.7640e+02 1.2963e+02 2.4520e+00 7.5850e+01 2.4520e+00 7.5790e+01 4.3196e+00 7.5989e+01 4.7418e+00 7.6417e+01
8.9125e+02 8.9125e+02 -1.9000e+01 7.6647e+00 1.3577e+02 6.2683e+02 6.0515e+02 1.3744e+03 4.4322e+02 1.3744e+03 4.3746e+02 1.5220e+02 5.0506e+02 1.9302e+01 2.2011e+02
8.9125e+02 8.9125e+02 -1.9000e+01 1.0152e+01 5.9584e+01 3.1333e+03 1.5100e+03 3.1592e+03 1.6445e+02 3.1592e+03 1.6326e+02 1.3197e+03 1.5700e+03 5.8205e+00 1.3800e+02
8.9125e+02 8.9125e+02 -1.9000e+01 1.4923e+01 3.8667e+02 5.3773e+03 6.7866e+02 6.8207e+01 1.6575e+03 6.8207e+01 1.6567e+03 1.0277e+03 7.9531e+02 1.1340e+01 3.5710e+02
8.9125e+02 8.9125e+02 -1.9000e+01 4.5470e+00 2.9373e+01 2.7591e+02 2.7635e+01 2.2270e+02 2.8090e+01 2.2270e+02 2.8151e+01 3.3244e+01 2.7874e+01 7.4145e+00 3.0603e+01
8.9125e+02 8.9125e+02 -1.9000e+01 5.0144e+00 2.6602e+01 1.9078e+02 3.1275e+01 2.6292e+02 2.6828e+01 2.6181e+02 2.6726e+01 1.1968e+01 2.7312e+01 6.7496e+00 2.6494e+01
8.9125e+02 8.9125e+02 -1.9000e+01 4.9136e+00 6.7736e+01 1.0674e+02 6.7675e+01 5.6087e+00 4.5812e+01 5.6087e+00 4.3909e+01 1.1382e+01 6.7052e+01 6.9624e+00 6.7884e+01
8.9125e+02 8.9125e+02 -1.9000e+01 6.7659e+00 5.3262e+01 6.7847e+02 5.0554e+01 4.1334e+02 5.0381e+01 4.1334e+02 5.0293e+01 7.1446e+01 4.9829e+01 6.2238e-01 5.6758e+01
1.0000e+03 1.0000e+03 -2.0000e+01 1.2300e+01 6.6253e+02 1.2296e+04 7.9722e+04 1.6352e+02 2.5725e+03 1.6352e+02 2.5658e+03 9.5268e+03 1.4352e+04 2.2313e+01 6.6115e+02
1.0000e+03 1.0000e+03 -2.0000e+01 5.2067e+00 8.8818e+01 2.5158e+02 1.5245e+02 1.8581e+02 4.5923e+01 1.8586e+02 4.5046e+01 6.6922e+00 8.6637e+01 5.6681e+00 8.8756e+01
1.0000e+03 1.0000e+03 -2.0000e+01 5.8760e+00 9.6142e+01 1.2474e+02 2.8811e+02 1.2340e+01 7.3230e+01 1.2340e+01 7.1006e+01 6.3686e+00 9.4234e+01 6.7178e+00 9.8924e+01
1.0000e+03 1.0000e+03 -2.0000e+01 5.2837e+00 9.2823e+01 1.3825e+02 5.6361e+02 3.2281e+02 7.9756e+01 3.2278e+02 7.7475e+01 4.6222e+01 7.6779e+01 8.8095e+00 9.0637e+01
1.0000e+03 1.0000e+03 -2.0000e+01 6.7507e+00 1.0535e+02 8.4745e+01 2.3423e+02 2.2300e+01 1.4948e+02 2.2300e+01 1.4947e+02 1.1315e+01 1.0649e+02 6.8950e+00 1.0719e+02
1.0000e+03 1.0000e+03 -2.0000e+01 6.4461e+00 4.0814e+02 2.9108e+02 3.6620e+02 2.7577e+02 9.0200e+02 2.7575e+02 9.0028e+02 3.3111e+01 4.5125e+02 6.5171e+00 4.0025e+02
1.0000e+03 1.0000e+03 -2.0000e+01 9.6984e+00 4.1091e+02 1.1680e+02 3.1915e+04 1.0856e+02 2.6997e+03 1.0856e+02 2.6621e+03 7.9769e+03 9.9193e+03 3.1486e+00 4.1109e+02
1.0000e+03 1.0000e+03 -2.0000e+01 1.0102e+01 5.4338e+02 4.4331e+03 6.4135e+03 1.4772e+02 1.5416e+03 1.4772e+02 1.5418e+03 2.0266e+02 4.2797e+02 9.8908e+00 5.4336e+02
1.0000e+03 1.0000e+03 -2.0000e+01 6.6620e+00 5.2493e+01 1.4173e+02 1.2597e+02 3.7888e+02 5.4385e+01 3.7888e+02 5.3811e+01 9.3278e+01 5.4040e+01 1.2570e+01 5.1891e+01
1.0000e+03 1.0000e+03 -2.0000e+01 5.8843e+00 8.8212e+01 1.1595e+02 3.3538e+02 2.2942e+01 8.8982e+01 2.2942e+01 8.8953e+01 7.2500e+00 8.7755e+01 5.8451e+00 8.9674e+01
